"Timestamp","Gender( ස්ත්‍රී පුරුෂ භාවය)","Which province are you from?( ඔබ කුමන පළාතෙන්ද?)","Z- score(Z අගය)","Stream(විෂය ධාරාව)","Highest Education Level of a parent or guardian(දෙමාපියන්ගේ හෝ භාරකරුවෙකුගේ ඉහළම අධ්‍යාපන මට්ටම?)","Do you have access to a computer or a laptop?(ඔබට පරිගණකයකට ප්‍රවේශය තිබේද?)","How long have you been using  computer or a laptop?  ?(ඔබ කොපමණ කාලයක් තිස්සේ පරිගණකයක් භාවිතා කරනවාද?)","Have you done O/L Information Technology Subject ?(ඔබ සාමාන්‍ය පෙළ සඳහා තොරතුරු තාක්ෂණය විෂය හදාරා තිබේද?)","If yes, What is the grade that you obtained for O/L Information Technology Subject?(එසේ නම් ඔබ ඒ සඳහා ලබාගත් සාමාර්තය කුමක්ද?)","Have you followed any computer course(ESOFT/BCS/Coursera etc.)(ඔබ යම් ආකාරයක පරිගණක පාඨමාලාවක් හදාරා තිබේද?)","Have you done self- studies to improve your basic computer literacy skills?(ඔබ ඔබගේ මූලික පරිගණක කුසලතා වර්ධනය කර ගැනීමට ස්වයං අධ්‍යනයන් සිදු කරනවාද?)","How would you rate your Basic Computer Literacy on following Softwares?(පහත සඳහන් යෙදවුම් මෘදුකාංග සම්බන්ධයෙන් ඔබගේ මූලික දැනුම් මට්ටම කුමක්ද?) [Microsoft Word]","How would you rate your Basic Computer Literacy on following Softwares?(පහත සඳහන් යෙදවුම් මෘදුකාංග සම්බන්ධයෙන් ඔබගේ මූලික දැනුම් මට්ටම කුමක්ද?) [Microsoft Excel]","How would you rate your Basic Computer Literacy on following Softwares?(පහත සඳහන් යෙදවුම් මෘදුකාංග සම්බන්ධයෙන් ඔබගේ මූලික දැනුම් මට්ටම කුමක්ද?) [Microsoft PowerPoint]"," [How would you rate your Basic Computer Literacy?(ඔබගේ මූලික පරිගණක දැනුම් මට්ටම කුමක්ද?)]","Have you followed any kind of programming course?(ඔබ යම් ආකාරයක පරිගණක භාෂාවක් සම්බන්ධයෙන්  පාඨමාලාවක් හදාරා තිබේද?)","Do you do self- studies to improve your programming skills?(ඔබ ඔබගේ පරිගණක භාෂා භාවිතය පිළිබඳව  කුසලතා වර්ධනය කර ගැනීමට ස්වයං අධ්‍යනයන් සිදු කරනවාද?)","What programming language/s you have followed?(ඔබ හදාරා ඇති පරිගණක භාෂාව/භාෂාවන් මොනවාද?)"," [How would you rate your programming knowledge?(ඔබගේ පරිගණක භාෂා දැනුම් මට්ටම කුමක්ද?)]","What is the grade that you obtained for O/L English Subject?(ඔබ සාමාන්‍ය පෙළ ඉංග්‍රීසි විෂය සඳහා ලබාගත් සාමාර්තය කුමක්ද?)","What is the grade that you obtained for A/L General English Subject?(ඔබ උසස් පෙළ සාමාන්‍ය ඉංග්‍රීසි විෂය සඳහා ලබාගත් සාමාර්තය කුමක්ද?)","Have you done English Literature subject for O/L Examination?(ඔබ සාමාන්‍ය පෙළ සඳහා ඉංග්‍රීසි සාහිත්‍යය විෂය හදාරා තිබේද?)","If yes, What is the grade that you obtained for O/L English Literature Subject?(එසේ නම් ඔබ ඒ සඳහා ලබාගත් සාමාර්තය කුමක්ද?)","Have you followed any English course before entering the university?(විශ්ව විද්‍යාලයට ඇතුළත් වීමට පෙර ඔබ යම් ආකාරයක ඉංග්‍රීසි පාඨමාලාවක් හදාරා තිබේද?)"," [How would you rate the English course(EC course) offered by the university?(ඔබ විශ්ව විද්‍යාලයේදී හාදාරන ඉංග්‍රීසි පාඨමාලාව සම්බන්ධයෙන් ඔබගේ අදහස කුමක්ද?)]","How would you rate the following ? (concern about the English language not about the course content)(පහත සඳහන් ඒවා සම්බන්ධයෙන් ඔබගේ අදහස් දක්වන්න.  මෙහි අවධානය යොමු වන්නේ ඉංග්‍රීසි භාෂාව සම්බන්ධයෙනි. විෂය සම්බන්ධයෙන් නොවේ ) [Understanding level of lectures(දේශනවල තේරුම් මට්ටම)]","How would you rate the following ? (concern about the English language not about the course content)(පහත සඳහන් ඒවා සම්බන්ධයෙන් ඔබගේ අදහස් දක්වන්න.  මෙහි අවධානය යොමු වන්නේ ඉංග්‍රීසි භාෂාව සම්බන්ධයෙනි. විෂය සම්බන්ධයෙන් නොවේ ) [Understanding level of lecture notes, references, etc.(දේශකයන් ලබාදෙන සටහන් හා අතිරේක කියවීම් පිළිබඳ තේරුම් මට්ටම)]","How would you rate the following ? (concern about the English language not about the course content)(පහත සඳහන් ඒවා සම්බන්ධයෙන් ඔබගේ අදහස් දක්වන්න.  මෙහි අවධානය යොමු වන්නේ ඉංග්‍රීසි භාෂාව සම්බන්ධයෙනි. විෂය සම්බන්ධයෙන් නොවේ ) [Understanding level of the problems which were in semester examination papers(විභාග වලදී ලැබුණු ප්‍රශ්න පත්‍ර වල තේරුම් මට්ටම ?)]"," [How would you rate your English literacy?(ඔබගේ ඉංග්‍රීසි භාෂා දැනුම් මට්ටම කුමක්ද?)]","Any other comments or suggestions to improve the computer & English literacy of undergraduates:(උපාධි අපේක්ෂකයින්ගේ පරිගණක සහ ඉංග්‍රීසි දැනුම් මට්ටම වැඩි දියුණු කිරීම සඳහා වෙනත් අදහස් හෝ යෝජනා තිබේද?)"
"2022/12/14 11:46:20 AM GMT+5:30","Female","North-Western Province","1.4967","P3","Degree","Yes","1-3 years","No","","No","Yes","Good","Good","Average","Good","No","Yes","Python","Good","C","S","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/14 11:47:44 AM GMT+5:30","Female","North-Western Province","1.5677","P3","Diploma","Yes","more than 3 years","No","","No","Yes","Good","Average","Average","Average","No","Yes","Python","Average","B","C","No","","Yes","Good","Very good","Satisfactory","Very good","Average",""
"2022/12/14 11:51:59 AM GMT+5:30","Male","Western Province","1.5456","P5","A/Levels","Yes","1-3 years","Yes","A","No","Yes","Good","Good","Average","Good","Yes","Yes","Python;Java","Good","B","C","No","","Yes","Good","Very good","Very good","Very good","Good",""
"2022/12/14 11:53:25 AM GMT+5:30","Female","Southern Province","1.4789","IS & MF","A/Levels","Yes","1-3 years","No","","No","Yes","Good","Good","Average","Good","No","Yes","Python","Good","B","S","No","","Yes","Average","Very good","Satisfactory","Very good","Average",""
"2022/12/14 11:55:16 AM GMT+5:30","Male","North-Central province","1.386","P5","A/Levels","Yes","1-3 years","No","","Yes","Yes","Good","Good","Average","Good","Yes","Yes","Python;Java","Good","C","C","No","","Yes","Good","Very good","Very good","Very good","Average",""
"2022/12/14 11:58:40 AM GMT+5:30","Male","Uva Province","1.52","P3","A/Levels","Yes","Less than one year","No","","No","Yes","Good","Average","Average","Average","No","Yes","Python","Good","B","C","No","","Yes","Good","Very good","Very good","Very good","Good",""
"2022/12/14 12:01:51 PM GMT+5:30","Male","Western Province","1.4867","IS & MF","A/Levels","Yes","1-3 years","Yes","A","No","Yes","Good","Average","Average","Good","No","Yes","Python","Average","C","S","No","","No","Good","Very good","Very good","Very good","Good","Better to inform students about importantance of having programming knowledge before entering the university "
"2022/12/14 3:58:35 PM GMT+5:30","Female","Western Province","1.678","P3","Degree","Yes","more than 3 years","No","","Yes","No","Very good","Very good","Good","Good","No","No","None","Very weak","A","B","Yes","B","Yes","Average","Very good","Very good","Very good","Good",""
"2022/12/14 3:59:58 PM GMT+5:30","Male","Eastern Province","1.345","P6","Diploma","Yes","1-3 years","Yes","C","Yes","No","Good","Average","Average","Average","No","No","None","Weak","B","S","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/14 4:01:39 PM GMT+5:30","Male","Uva Province","1.45","Bio","A/Levels","Yes","Less than one year","No","","No","No","Average","Weak","Weak","Weak","No","No","None","Very weak","C","S","No","","No","Very good","Fair","Fair","Fair","Average",""
"2022/12/14 4:03:10 PM GMT+5:30","Female","Western Province","1.714","IS & MF","Higher","Yes","more than 3 years","Yes","A","Yes","Yes","Very good","Very good","Very good","Very good","Yes","Yes","Python;Java","Good","A","A","Yes","A","Yes","Average","Excellent","Excellent","Excellent","Very good",""
"2022/12/14 4:05:15 PM GMT+5:30","Female","Central Province","1.231","MB","Diploma","Yes","1-3 years","Yes","B","Yes","Yes","Good","Average","Weak","Good","No","Yes","Java","Average","A","B","Yes","C","Yes","Good","Satisfactory","Fair","Satisfactory","Average",""
"2022/12/14 5:27:32 PM GMT+5:30","Female","Western Province","1.71","IS & MF","A/Levels","Yes","more than 3 years","No","","Yes","Yes","Good","Weak","Average","Average","No","No","None","Very weak","B","S","No","","Yes","Average","Fair","Satisfactory","Fair","Average","Conduct a better English course more than 1 month"
"2022/12/14 5:29:43 PM GMT+5:30","Female","North-Central province","1.31","P3","O/Levels or Below","Yes","Less than one year","No","","No","Yes","Weak","Very Weak","Very Weak","Weak","No","Yes","Java","Weak","C","W","No","","Yes","Good","Fair","Poor","Poor","Weak",""
"2022/12/14 5:32:15 PM GMT+5:30","Female","Southern Province","1.36","P4","Degree","Yes","more than 3 years","No","","Yes","Yes","Good","Average","Good","Good","No","Yes","Python;Java","Average","A","A","Yes","B","Yes","Good","Very good","Satisfactory","Very good","Good",""
"2022/12/14 7:28:05 PM GMT+5:30","Male","Uva Province","1.4320","P1","O/Levels or Below","Yes","Less than one year","No","","No","Yes","Weak","Weak","Weak","Weak","No","Yes","None","Weak","C","C","No","","Yes","Very good","Fair","Fair","Fair","Average",""
"2022/12/14 7:32:34 PM GMT+5:30","Female","Central Province","1.7864","Bio","A/Levels","Yes","1-3 years","No","","No","Yes","Average","Average","Average","Average","No","Yes","None","Average","B","C","No","","Yes","Very good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/14 7:39:22 PM GMT+5:30","Male","Eastern Province","1.6321","IS & MF","A/Levels","Yes","1-3 years","Yes","C","No","Yes","Average","Average","Average","Average","No","Yes","None","Average","B","C","No","","Yes","Good","Very good","Very good","Very good","Good",""
"2022/12/14 7:55:39 PM GMT+5:30","Female","Sabaragamuwa Province","1.7632","MB","A/Levels","Yes","1-3 years","Yes","B","Yes","Yes","Good","Average","Weak","Good","Yes","Yes","Java","Good","B","B","No","","Yes","Very good","Very good","Very good","Very good","Good",""
"2022/12/14 7:57:27 PM GMT+5:30","Female","North-Western Province","1.5321","P5","A/Levels","Yes","more than 3 years","No","","No","Yes","Average","Weak","Weak","Average","No","Yes","None","Average","C","C","No","","Yes","Good","Satisfactory","Very good","Very good","Good",""
"2022/12/14 10:20:29 PM GMT+5:30","Male","Eastern Province","1.5565","IS & MF","A/Levels","Yes","more than 3 years","No","","Yes","Yes","Good","Good","Average","Good","Yes","Yes","Python;Java;JavaScript","Good","B","S","No","","Yes","Good","Very good","Very good","Very good","Average",""
"2022/12/14 10:21:43 PM GMT+5:30","Male","Northern Province","1.654","P1","Diploma","Yes","1-3 years","No","","No","Yes","Good","Average","Average","Good","No","Yes","Python","Good","A","S","No","","Yes","Average","Very good","Satisfactory","Very good","Average",""
"2022/12/15 6:59:42 AM GMT+5:30","Female","Central Province","1.34","IS & MF","Diploma","Yes","Less than one year","Yes","C","No","No","Average","Average","Weak","Average","No","No","None","Very weak","B","S","No","","Yes","Good","Fair","Fair","Fair","Weak",""
"2022/12/15 7:01:00 AM GMT+5:30","Male","Western Province","1.761","P6","Higher","Yes","more than 3 years","Yes","A","No","Yes","Good","Good","Good","Good","Yes","Yes","Python;Java","Good","A","A","Yes","A","Yes","Average","Excellent","Excellent","Excellent","Very good",""
"2022/12/15 7:03:09 AM GMT+5:30","Male","Sabaragamuwa Province","1.325","P3","A/Levels","Yes","Less than one year","Yes","B","No","No","Average","Average","Weak","Average","No","No","None","Very weak","C","S","No","","Yes","Very good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/15 7:11:24 AM GMT+5:30","Female","North-Western Province","1.482","P1","Degree","Yes","1-3 years","Yes","B","Yes","Yes","Good","Good","Good","Good","Yes","Yes","Java","Average","A","B","Yes","C","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Good",""
"2022/12/15 7:13:01 AM GMT+5:30","Male","Uva Province","1.25","P1","Diploma","No","Less than one year","No","","No","No","Weak","Weak","Weak","Weak","No","No","None","Very weak","B","S","No","","No","Good","Fair","Fair","Fair","Weak",""
"2022/12/15 11:17:24 AM GMT+5:30","Female","Southern Province","1.39","P6","Higher","Yes","more than 3 years","No","","Yes","Yes","Good","Average","Good","Good","Yes","Yes","Java;JavaScript","Good","A","A","Yes","A","Yes","Good","Satisfactory","Very good","Very good","Good",""
"2022/12/15 11:20:44 AM GMT+5:30","Male","Southern Province","1.36","P6","A/Levels","Yes","more than 3 years","Yes","B","Yes","Yes","Average","Average","Average","Average","No","Yes","Python;Java","Good","B","B","No","","Yes","Average","Satisfactory","Fair","Fair","Average",""
